Token,IOB,Entity_Type_Number,Attention_Mask
sensor,O,0,0
to,O,0,0
scan,O,0,0
fingerprints,O,0,0
providing,O,0,0
secure,O,0,0
access,O,0,0
to,O,0,0
the,O,0,0
home,O,0,0
without,O,0,0
the,O,0,0
need,O,0,0
for,O,0,0
traditional,O,0,0
keys,O,0,0
.,O,0,0
an,O,0,0
optical,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
barcode,O,0,0
scanner,O,0,0
reads,O,0,0
product,O,0,0
codes,O,0,0
at,O,0,0
checkout,O,0,0
to,O,0,0
ensure,O,0,0
accurate,O,0,0
pricing,O,0,0
and,O,0,0
inventory,O,0,0
management,O,0,0
.,O,0,0
the,O,0,0
vibration,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
buildings,O,0,0
structural,O,0,0
monitoring,O,0,0
system,O,0,0
detects,O,0,0
small,O,0,0
tremors,O,0,0
and,O,0,0
warns,O,0,0
of,O,0,0
potential,O,0,0
earthquake,O,0,0
risks,O,0,0
.,O,0,0
the,O,0,0
rfid,B,4,1
tag,O,0,0
in,O,0,0
the,O,0,0
smart,O,0,0
logistics,O,0,0
system,O,0,0
tracks,O,0,0
shipping,O,0,0
containers,O,0,0
in,O,0,0
realtime,O,0,0
optimizing,O,0,0
supply,O,0,0
chain,O,0,0
management,O,0,0
.,O,0,0
a,O,0,0
thermal,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
smart,B,11,1
thermostat,I,11,1
measures,O,0,0
the,O,0,0
rooms,O,0,0
temperature,O,0,0
and,O,0,0
adjusts,O,0,0
the,O,0,0
hvac,O,0,0
system,O,0,0
accordingly,O,0,0
to,O,0,0
maintain,O,0,0
comfort,O,0,0
.,O,0,0
the,O,0,0
air,O,0,0
pressure,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
tire,O,0,0
monitoring,O,0,0
system,O,0,0
alerts,O,0,0
the,O,0,0
driver,O,0,0
when,O,0,0
tire,O,0,0
pressure,O,0,0
is,O,0,0
too,O,0,0
low,O,0,0
helping,O,0,0
to,O,0,0
avoid,O,0,0
accidents,O,0,0
.,O,0,0
a,O,0,0
proximity,B,6,1
sensor,I,6,1
in,O,0,0
the,O,0,0
handsfree,O,0,0
faucet,O,0,0
activates,O,0,0
water,O,0,0
flow,O,0,0
when,O,0,0
hands,O,0,0
are,O,0,0
detected,O,0,0
enhancing,O,0,0
hygiene,O,0,0
in,O,0,0
public,O,0,0
restrooms,O,0,0
.,O,0,0
the,O,0,0
smart,B,11,1
speaker,I,11,1
uses,O,0,0
voice,O,0,0
recognition,O,0,0
sensors,O,0,0
to,O,0,0
identify,O,0,0
the,O,0,0
users,O,0,0
voice,O,0,0
and,O,0,0
execute,O,0,0
commands,O,0,0
such,O,0,0
as,O,0,0
playing,O,0,0
music,O,0,0
or,O,0,0
controlling,O,0,0
smart,B,11,1
home,I,11,1
devices,I,11,1
.,O,0,0
a,O,0,0
remotecontrolled,O,0,0
vehicle,O,0,0
designed,O,0,0
for,O,0,0
search,O,0,0
and,O,0,0
rescue,O,0,0
operations,O,0,0
incorporates,O,0,0
servo,B,13,1
motors,I,13,1
to,O,0,0
steer,O,0,0
the,O,0,0
wheels,O,0,0
and,O,0,0
control,O,0,0
the,O,0,0
robotic,O,0,0
arm,B,10,1
for,O,0,0
retrieving,O,0,0
objects,O,0,0
.,O,0,0
solenoids,B,13,1
are,O,0,0
used,O,0,0
to,O,0,0
release,O,0,0
tools,O,0,0
from,O,0,0
the,O,0,0
arm,B,10,1
and,O,0,0
linear,B,13,1
actuators,I,13,1
help,O,0,0
adjust,O,0,0
the,O,0,0
height,O,0,0
of,O,0,0
the,O,0,0
camera,O,0,0
mounted,O,0,0
on,O,0,0
the,O,0,0
vehicle,O,0,0
for,O,0,0
optimal,O,0,0
visibility,O,0,0
.,O,0,0
a,O,0,0
solar,O,0,0
irradiance,O,0,0
sensor,O,0,0
in,O,0,0
the,O,0,0
solar,O,0,0
panel,O,0,0
monitoring,O,0,0
system,O,0,0
measures,O,0,0
sunlight,O,0,0
intensity,O,0,0
to,O,0,0
optimize,O,0,0
energy,O,0,0
generation,O,0,0
.,O,0,0
in,O,0,0
a,O,0,0
smart,O,0,0
home,O,0,0
setup,O,0,0
the,O,0,0
central,O,0,0
control,O,0,0
system,O,0,0
integrates,O,0,0
smart,B,13,1
bulbs,I,13,1
that,O,0,0
adjust,O,0,0
brightness,O,0,0
based,O,0,0
on,O,0,0
time,O,0,0
of,O,0,0
day,O,0,0
and,O,0,0
smart,B,13,1
locks,I,13,1
that,O,0,0
provide,O,0,0
secure,O,0,0
access,O,0,0
management,O,0,0
.,O,0,0
homeowners,O,0,0
can,O,0,0
control,O,0,0
these,O,0,0
devices,O,0,0
remotely,O,0,0
via,O,0,0
a,O,0,0
mobile,O,0,0
app,O,0,0
enhancing,O,0,0
convenience,O,0,0
and,O,0,0
security,O,0,0
.,O,0,0
in,O,0,0
a,O,0,0
comprehensive,O,0,0
home,O,0,0
security,O,0,0
solution,O,0,0
the,O,0,0
central,O,0,0
control,O,0,0
system,O,0,0
connects,O,0,0
smart,B,13,1
locks,I,13,1
for,O,0,0
enhanced,O,0,0
access,O,0,0
control,O,0,0
and,O,0,0
integrates,O,0,0
with,O,0,0
smart,B,13,1
bulbs,I,13,1
to,O,0,0
provide,O,0,0
automated,O,0,0
lighting,O,0,0
schedules,O,0,0
that,O,0,0
deter,O,0,0
intruders,O,0,0
.,O,0,0
